queue_length,doctors_available,avg_consult_time,emergency_cases,department,time_of_day,weekday,patient_priority,consultation_complexity,is_peak_hour,load_ratio,emergency_ratio,actual_wait_time
15,2,14.46,0,Ophthalmology,morning,Thursday,normal,moderate,1,7.5,0.0,135.12
40,1,23.28,0,Cardiology,morning,Tuesday,urgent,complex,1,40.0,0.0,840.32
27,4,5.53,1,ENT,morning,Friday,normal,routine,1,6.75,0.037,52.11
8,4,12.77,0,Ophthalmology,night,Wednesday,normal,moderate,0,2.0,0.0,24.08
39,3,12.59,0,Ophthalmology,afternoon,Monday,normal,moderate,1,13.0,0.0,235.53
14,1,12.58,0,Cardiology,morning,Friday,normal,routine,1,14.0,0.0,217.21
28,2,11.51,1,General Medicine,morning,Monday,normal,moderate,1,14.0,0.036,205.38
23,3,13.17,0,Gynecology,afternoon,Tuesday,urgent,routine,1,7.67,0.0,110.98
39,1,13.89,0,Gynecology,morning,Thursday,urgent,routine,1,39.0,0.0,606.88
9,2,18.61,1,Psychiatry,morning,Tuesday,urgent,routine,1,4.5,0.111,96.21
8,3,10.4,1,Cardiology,morning,Saturday,normal,routine,0,2.67,0.125,37.28
16,3,35.63,0,Psychiatry,morning,Tuesday,normal,complex,1,5.33,0.0,214.88
34,4,16.92,1,Cardiology,afternoon,Thursday,normal,routine,1,8.5,0.029,182.9
34,5,6.93,0,Dermatology,afternoon,Tuesday,normal,routine,1,6.8,0.0,62.34
17,5,9.64,0,Orthopedics,morning,Wednesday,normal,routine,1,3.4,0.0,41.8
27,1,10.12,1,General Medicine,morning,Friday,normal,routine,1,27.0,0.037,349.42
10,3,9.95,0,Radiology,evening,Tuesday,normal,routine,0,3.33,0.0,32.36
21,3,9.4,0,General Medicine,morning,Wednesday,normal,routine,1,7.0,0.0,77.66
17,2,8.67,0,Pediatrics,night,Monday,normal,routine,0,8.5,0.0,68.77
22,3,16.48,0,Neurology,night,Monday,normal,routine,0,7.33,0.0,116.25
14,1,17.84,0,Ophthalmology,night,Thursday,normal,complex,0,14.0,0.0,221.65
10,4,10.06,1,Ophthalmology,evening,Sunday,urgent,routine,0,2.5,0.1,26.02
34,3,15.0,0,Emergency,morning,Tuesday,normal,routine,1,11.33,0.0,218.38
8,5,12.04,0,Orthopedics,evening,Monday,normal,routine,0,1.6,0.0,23.06
22,3,12.09,0,Emergency,morning,Wednesday,normal,routine,1,7.33,0.0,111.11
19,1,10.01,0,Radiology,afternoon,Thursday,normal,routine,1,19.0,0.0,211.8
22,1,15.71,0,Neurology,afternoon,Saturday,urgent,routine,0,22.0,0.0,246.4
34,3,17.29,0,Neurology,morning,Monday,normal,routine,1,11.33,0.0,259.18
21,5,13.46,0,Orthopedics,evening,Friday,normal,routine,0,4.2,0.0,64.14
34,5,9.58,0,Radiology,afternoon,Monday,normal,routine,1,6.8,0.0,75.39
29,5,9.36,0,Ophthalmology,morning,Thursday,urgent,routine,1,5.8,0.0,56.38
22,5,17.14,2,Neurology,morning,Thursday,emergency,routine,1,4.4,0.091,64.89
25,4,10.61,0,Dermatology,afternoon,Tuesday,urgent,moderate,1,6.25,0.0,72.94
3,1,16.63,0,Emergency,evening,Tuesday,normal,routine,0,3.0,0.0,58.09
19,1,15.06,0,Pediatrics,afternoon,Tuesday,normal,moderate,1,19.0,0.0,360.95
26,5,12.92,2,Radiology,morning,Saturday,emergency,moderate,0,5.2,0.077,50.44
15,5,16.73,0,Gynecology,morning,Thursday,normal,moderate,1,3.0,0.0,65.24
19,5,10.51,1,Dermatology,afternoon,Monday,normal,moderate,1,3.8,0.053,57.51
29,3,16.95,0,Gynecology,morning,Tuesday,normal,moderate,1,9.67,0.0,210.02
11,1,13.12,0,Pediatrics,morning,Saturday,normal,moderate,0,11.0,0.0,135.49
15,5,21.68,1,Cardiology,night,Friday,normal,complex,0,3.0,0.067,72.75
15,1,12.19,0,Ophthalmology,evening,Tuesday,normal,routine,0,15.0,0.0,192.07
2,1,6.09,0,Dermatology,evening,Thursday,normal,routine,0,2.0,0.0,12.52
21,5,5.0,0,ENT,evening,Monday,normal,routine,0,4.2,0.0,21.39
17,4,15.6,0,Cardiology,night,Friday,normal,routine,0,4.25,0.0,67.83
25,4,12.56,0,Emergency,morning,Thursday,normal,routine,1,6.25,0.0,101.91
18,4,17.93,0,Ophthalmology,afternoon,Tuesday,normal,complex,1,4.5,0.0,104.86
26,4,10.09,0,Pediatrics,morning,Friday,emergency,moderate,1,6.5,0.0,35.87
8,1,14.49,0,Neurology,night,Friday,normal,routine,0,8.0,0.0,112.12
28,3,10.88,1,Gynecology,morning,Monday,normal,routine,1,9.33,0.036,135.35
20,2,19.37,0,Orthopedics,afternoon,Friday,normal,moderate,1,10.0,0.0,239.0
37,3,16.64,0,Cardiology,afternoon,Tuesday,normal,routine,1,12.33,0.0,250.43
26,2,10.46,1,Gynecology,night,Tuesday,normal,routine,0,13.0,0.038,129.33
13,4,17.27,1,Emergency,evening,Wednesday,emergency,moderate,0,3.25,0.077,28.56
6,4,6.92,0,Dermatology,night,Wednesday,normal,routine,0,1.5,0.0,9.59
34,5,7.88,0,Ophthalmology,morning,Thursday,normal,routine,1,6.8,0.0,64.78
29,2,13.96,1,Emergency,evening,Wednesday,normal,routine,0,14.5,0.034,187.72
14,2,14.98,0,Neurology,evening,Saturday,urgent,routine,0,7.0,0.0,77.8
19,2,7.94,0,ENT,evening,Monday,urgent,routine,0,9.5,0.0,71.34
11,3,18.76,0,Neurology,afternoon,Friday,normal,routine,1,3.67,0.0,80.66
26,5,20.07,1,Gynecology,afternoon,Monday,emergency,moderate,1,5.2,0.038,69.67
14,5,14.41,0,Neurology,afternoon,Tuesday,normal,routine,1,2.8,0.0,55.63
43,5,14.23,1,Radiology,morning,Friday,normal,moderate,1,8.6,0.023,148.32
37,3,13.24,1,Ophthalmology,morning,Tuesday,normal,routine,1,12.33,0.027,207.12
17,5,19.82,2,Orthopedics,afternoon,Friday,normal,complex,1,3.4,0.118,99.14
16,1,8.72,0,Radiology,evening,Tuesday,normal,moderate,0,16.0,0.0,130.03
16,4,23.25,0,Radiology,evening,Tuesday,normal,complex,0,4.0,0.0,95.33
36,5,15.63,0,Radiology,morning,Tuesday,urgent,moderate,1,7.2,0.0,116.31
15,2,15.57,0,Cardiology,morning,Thursday,normal,routine,1,7.5,0.0,134.8
11,3,13.43,0,ENT,afternoon,Thursday,normal,routine,1,3.67,0.0,60.23
7,1,25.47,1,Psychiatry,night,Sunday,urgent,moderate,0,7.0,0.143,158.72
41,3,9.59,2,Pediatrics,morning,Monday,emergency,routine,1,13.67,0.049,88.63
28,2,14.63,1,Orthopedics,afternoon,Saturday,normal,routine,0,14.0,0.036,195.74
15,2,14.95,0,Neurology,morning,Wednesday,normal,routine,1,7.5,0.0,150.42
30,1,16.33,0,Neurology,afternoon,Friday,normal,routine,1,30.0,0.0,602.94
24,1,11.57,1,Gynecology,evening,Tuesday,normal,routine,0,24.0,0.042,300.92
5,2,11.77,0,Cardiology,night,Monday,normal,routine,0,2.5,0.0,25.76
26,1,17.76,0,Neurology,morning,Saturday,normal,routine,0,26.0,0.0,469.93
11,5,19.63,1,Orthopedics,evening,Friday,normal,moderate,0,2.2,0.091,54.76
15,4,15.37,0,Ophthalmology,morning,Tuesday,normal,complex,1,3.75,0.0,66.61
41,1,9.31,0,Ophthalmology,morning,Thursday,urgent,routine,1,41.0,0.0,412.41
34,3,14.64,1,Dermatology,afternoon,Tuesday,normal,complex,1,11.33,0.029,247.27
16,2,16.51,0,ENT,morning,Monday,normal,complex,1,8.0,0.0,160.61
30,3,21.13,0,Gynecology,afternoon,Thursday,normal,moderate,1,10.0,0.0,279.03
16,1,21.44,0,Psychiatry,morning,Thursday,urgent,routine,1,16.0,0.0,386.6
26,4,13.45,1,Orthopedics,afternoon,Wednesday,urgent,routine,1,6.5,0.038,88.22
26,2,8.58,0,General Medicine,night,Sunday,urgent,routine,0,13.0,0.0,95.03
25,4,17.47,0,Orthopedics,evening,Monday,normal,moderate,0,6.25,0.0,107.77
20,2,6.4,0,ENT,afternoon,Friday,normal,routine,1,10.0,0.0,85.7
5,5,5.0,0,Dermatology,night,Thursday,normal,routine,0,1.0,0.0,4.97
9,1,11.49,0,Dermatology,morning,Saturday,normal,complex,0,9.0,0.0,106.3
33,3,9.17,0,Ophthalmology,morning,Thursday,normal,routine,1,11.0,0.0,125.74
5,2,14.24,0,Cardiology,night,Saturday,normal,routine,0,2.5,0.0,36.88
19,3,12.04,2,Emergency,night,Wednesday,emergency,routine,0,6.33,0.105,37.63
27,1,14.2,0,Cardiology,morning,Wednesday,normal,routine,1,27.0,0.0,532.68
9,3,7.25,0,Dermatology,evening,Wednesday,normal,routine,0,3.0,0.0,26.83
35,2,8.97,1,ENT,morning,Thursday,normal,routine,1,17.5,0.029,212.49
14,2,7.82,0,General Medicine,evening,Monday,normal,routine,0,7.0,0.0,55.85
37,2,17.34,0,Orthopedics,morning,Monday,normal,moderate,1,18.5,0.0,404.29
30,4,9.34,0,General Medicine,morning,Tuesday,urgent,routine,1,7.5,0.0,70.05
32,3,20.16,0,Psychiatry,morning,Friday,urgent,routine,1,10.67,0.0,241.17
29,4,12.09,0,Dermatology,evening,Tuesday,normal,moderate,0,7.25,0.0,88.11
35,2,29.62,0,Psychiatry,morning,Friday,normal,moderate,1,17.5,0.0,567.55
25,2,15.73,0,Cardiology,evening,Monday,normal,routine,0,12.5,0.0,200.56
33,5,17.56,0,Pediatrics,afternoon,Friday,normal,complex,1,6.6,0.0,164.46
37,4,14.17,1,Pediatrics,morning,Tuesday,emergency,complex,1,9.25,0.027,84.67
33,4,10.23,1,ENT,morning,Thursday,normal,moderate,1,8.25,0.03,110.73
34,1,8.9,1,General Medicine,morning,Tuesday,normal,routine,1,34.0,0.029,357.17
11,5,16.04,1,Neurology,morning,Thursday,normal,routine,1,2.2,0.091,53.09
6,3,8.62,0,Ophthalmology,morning,Monday,normal,routine,1,2.0,0.0,20.25
24,3,7.92,1,General Medicine,morning,Thursday,normal,moderate,1,8.0,0.042,80.61
33,2,12.55,0,ENT,afternoon,Friday,normal,moderate,1,16.5,0.0,242.16
6,2,27.04,0,Cardiology,afternoon,Sunday,normal,complex,0,3.0,0.0,86.57
11,2,5.0,0,General Medicine,night,Friday,normal,routine,0,5.5,0.0,26.77
28,5,11.26,0,Dermatology,evening,Monday,normal,moderate,0,5.6,0.0,58.79
8,4,7.88,1,Dermatology,evening,Saturday,normal,moderate,0,2.0,0.125,18.26
5,1,10.27,0,General Medicine,morning,Sunday,normal,moderate,0,5.0,0.0,45.59
38,2,8.95,1,Ophthalmology,afternoon,Monday,urgent,routine,1,19.0,0.026,169.49
16,4,11.86,1,Radiology,morning,Thursday,urgent,routine,1,4.0,0.062,58.09
34,5,28.81,0,Psychiatry,afternoon,Thursday,normal,moderate,1,6.8,0.0,221.71
11,4,9.13,0,Pediatrics,morning,Tuesday,normal,routine,1,2.75,0.0,30.35
35,2,18.86,0,Psychiatry,afternoon,Tuesday,normal,routine,1,17.5,0.0,463.8
26,3,10.87,2,Gynecology,evening,Friday,normal,routine,0,8.67,0.077,102.1
21,1,20.58,0,Psychiatry,night,Monday,normal,routine,0,21.0,0.0,423.92
24,5,25.92,0,Neurology,morning,Wednesday,normal,complex,1,4.8,0.0,145.48
29,5,7.42,0,General Medicine,evening,Friday,normal,routine,0,5.8,0.0,43.53
24,3,5.33,0,General Medicine,morning,Friday,urgent,routine,1,8.0,0.0,45.31
21,1,16.46,0,Emergency,night,Wednesday,normal,moderate,0,21.0,0.0,358.99
15,4,14.59,0,Gynecology,evening,Thursday,urgent,routine,0,3.75,0.0,46.79
7,2,23.81,0,Cardiology,afternoon,Saturday,normal,complex,0,3.5,0.0,75.74
7,2,19.95,0,Emergency,night,Thursday,normal,complex,0,3.5,0.0,68.45
9,5,11.31,0,ENT,night,Tuesday,normal,moderate,0,1.8,0.0,21.92
32,1,15.67,1,Gynecology,morning,Tuesday,emergency,moderate,1,32.0,0.031,290.16
25,4,19.08,0,Psychiatry,afternoon,Saturday,normal,routine,0,6.25,0.0,136.84
24,2,19.05,1,Psychiatry,afternoon,Tuesday,normal,routine,1,12.0,0.042,309.79
14,3,10.5,1,Ophthalmology,afternoon,Saturday,urgent,routine,0,4.67,0.071,44.93
15,5,21.07,0,Psychiatry,afternoon,Saturday,urgent,routine,0,3.0,0.0,51.83
42,5,18.38,0,Emergency,afternoon,Monday,urgent,moderate,1,8.4,0.0,167.12
15,2,5.9,0,General Medicine,morning,Wednesday,normal,routine,1,7.5,0.0,49.67
10,5,19.75,1,Psychiatry,afternoon,Sunday,normal,routine,0,2.0,0.1,56.33
7,3,8.79,0,Ophthalmology,night,Wednesday,normal,routine,0,2.33,0.0,22.04
3,1,23.66,0,Neurology,afternoon,Sunday,urgent,complex,0,3.0,0.0,56.18
28,5,5.49,1,Ophthalmology,morning,Friday,normal,routine,1,5.6,0.036,41.58
28,4,15.8,0,Emergency,evening,Monday,normal,routine,0,7.0,0.0,102.02
5,1,13.1,0,Cardiology,evening,Saturday,normal,routine,0,5.0,0.0,72.58
2,2,14.06,1,Radiology,evening,Thursday,normal,routine,0,1.0,0.5,21.6
21,3,13.02,0,General Medicine,evening,Tuesday,normal,moderate,0,7.0,0.0,97.21
35,3,13.38,0,Radiology,afternoon,Wednesday,urgent,moderate,1,11.67,0.0,172.52
35,4,16.22,0,Neurology,afternoon,Friday,normal,routine,1,8.75,0.0,181.05
31,1,18.78,1,Psychiatry,afternoon,Thursday,normal,routine,1,31.0,0.032,747.08
24,5,15.47,0,Gynecology,evening,Tuesday,urgent,moderate,0,4.8,0.0,68.81
7,3,6.83,0,ENT,night,Wednesday,normal,routine,0,2.33,0.0,16.79
22,5,21.61,0,Orthopedics,evening,Monday,normal,complex,0,4.4,0.0,95.82
27,2,14.47,0,Emergency,evening,Thursday,normal,routine,0,13.5,0.0,202.36
24,3,8.7,0,ENT,morning,Monday,normal,routine,1,8.0,0.0,87.49
27,1,13.45,2,Emergency,afternoon,Monday,normal,moderate,1,27.0,0.074,505.67
23,5,9.67,0,Pediatrics,morning,Thursday,normal,routine,1,4.6,0.0,53.75
10,3,24.45,0,Psychiatry,afternoon,Thursday,normal,moderate,1,3.33,0.0,105.2
24,5,18.84,0,Psychiatry,morning,Wednesday,normal,routine,1,4.8,0.0,119.37
17,3,18.76,0,Radiology,afternoon,Friday,normal,complex,1,5.67,0.0,120.95
18,2,14.1,1,Dermatology,night,Saturday,normal,moderate,0,9.0,0.056,153.19
11,4,11.29,0,ENT,evening,Saturday,normal,moderate,0,2.75,0.0,29.11
35,3,12.37,0,Cardiology,morning,Monday,normal,routine,1,11.67,0.0,155.68
28,4,5.0,1,General Medicine,afternoon,Saturday,normal,routine,0,7.0,0.036,37.37
14,5,9.99,0,Pediatrics,evening,Saturday,normal,routine,0,2.8,0.0,26.24
12,5,17.12,0,Radiology,evening,Tuesday,normal,complex,0,2.4,0.0,41.42
26,4,12.75,0,Emergency,morning,Sunday,urgent,routine,0,6.5,0.0,71.28
20,5,21.92,0,Gynecology,evening,Sunday,urgent,complex,0,4.0,0.0,77.22
10,2,12.71,1,General Medicine,afternoon,Friday,normal,moderate,1,5.0,0.1,84.0
19,1,7.88,2,Pediatrics,evening,Thursday,normal,routine,0,19.0,0.105,164.1
10,5,8.77,0,Pediatrics,morning,Monday,normal,routine,1,2.0,0.0,20.32
28,2,14.16,3,Pediatrics,evening,Wednesday,emergency,moderate,0,14.0,0.107,135.09
39,5,11.52,1,Dermatology,afternoon,Friday,normal,complex,1,7.8,0.026,108.47
25,1,9.55,0,Gynecology,night,Tuesday,normal,routine,0,25.0,0.0,211.84
17,2,13.76,0,Orthopedics,evening,Saturday,normal,routine,0,8.5,0.0,109.74
16,4,9.44,0,Dermatology,afternoon,Thursday,normal,moderate,1,4.0,0.0,41.18
41,4,10.4,0,Orthopedics,afternoon,Tuesday,urgent,routine,1,10.25,0.0,125.15
22,3,15.0,0,Cardiology,morning,Friday,normal,routine,1,7.33,0.0,141.81
7,5,17.22,0,Psychiatry,night,Monday,normal,routine,0,1.4,0.0,23.33
29,3,10.62,0,ENT,morning,Sunday,normal,moderate,0,9.67,0.0,102.08
20,5,24.03,0,Neurology,evening,Saturday,normal,moderate,0,4.0,0.0,105.54
1,2,16.4,0,Orthopedics,evening,Monday,urgent,routine,0,0.5,0.0,6.6
17,2,10.83,0,Ophthalmology,afternoon,Monday,normal,routine,1,8.5,0.0,115.61
27,5,19.7,0,Ophthalmology,afternoon,Thursday,normal,complex,1,5.4,0.0,131.29
36,5,11.61,1,Emergency,morning,Monday,emergency,routine,1,7.2,0.028,46.47
39,3,5.33,0,General Medicine,morning,Wednesday,normal,routine,1,13.0,0.0,83.16
18,3,15.94,0,Emergency,night,Tuesday,normal,moderate,0,6.0,0.0,93.85
34,2,9.62,0,Ophthalmology,morning,Tuesday,normal,routine,1,17.0,0.0,202.99
29,1,22.46,0,Emergency,afternoon,Wednesday,normal,complex,1,29.0,0.0,796.04
24,5,13.77,0,Emergency,afternoon,Tuesday,normal,routine,1,4.8,0.0,79.08
2,3,8.08,0,Pediatrics,night,Thursday,normal,routine,0,0.67,0.0,4.97
25,4,11.03,0,Emergency,morning,Tuesday,normal,moderate,1,6.25,0.0,84.31
31,1,13.23,0,Cardiology,morning,Tuesday,normal,routine,1,31.0,0.0,496.09
1,1,17.51,1,Emergency,evening,Monday,normal,moderate,0,1.0,1.0,27.23
25,2,19.37,0,Neurology,morning,Tuesday,normal,routine,1,12.5,0.0,250.09
1,3,8.8,1,Dermatology,night,Tuesday,urgent,routine,0,0.33,1.0,6.08
33,2,31.28,0,Psychiatry,afternoon,Monday,normal,complex,1,16.5,0.0,699.49
28,2,15.71,0,Gynecology,morning,Monday,normal,routine,1,14.0,0.0,253.27
27,1,28.01,0,Psychiatry,morning,Tuesday,normal,moderate,1,27.0,0.0,982.36
11,1,9.54,1,ENT,night,Wednesday,emergency,moderate,0,11.0,0.091,50.63
12,2,7.91,0,Dermatology,night,Tuesday,normal,moderate,0,6.0,0.0,47.09
32,1,11.87,0,General Medicine,afternoon,Thursday,normal,moderate,1,32.0,0.0,449.51
28,1,8.9,1,Ophthalmology,night,Monday,normal,routine,0,28.0,0.036,222.55
30,2,9.5,0,Radiology,afternoon,Tuesday,urgent,routine,1,15.0,0.0,166.81
4,4,10.27,0,Radiology,evening,Monday,normal,routine,0,1.0,0.0,10.23
6,4,16.2,1,Neurology,night,Wednesday,normal,routine,0,1.5,0.167,33.15
10,1,12.31,0,Orthopedics,evening,Saturday,urgent,routine,0,10.0,0.0,108.26
37,3,19.38,0,Neurology,morning,Monday,urgent,routine,1,12.33,0.0,236.9
5,1,11.01,2,Ophthalmology,morning,Saturday,normal,routine,0,5.0,0.4,66.46
32,3,16.78,0,Gynecology,afternoon,Wednesday,normal,moderate,1,10.67,0.0,200.08
27,3,11.64,1,Radiology,night,Thursday,normal,routine,0,9.0,0.037,100.98
37,3,5.95,0,Dermatology,morning,Wednesday,normal,routine,1,12.33,0.0,90.71
12,3,9.97,0,General Medicine,night,Wednesday,normal,routine,0,4.0,0.0,38.47
24,2,9.4,0,General Medicine,afternoon,Saturday,normal,moderate,0,12.0,0.0,117.68
29,3,19.18,0,Neurology,afternoon,Tuesday,normal,routine,1,9.67,0.0,247.42
16,3,9.38,1,Gynecology,morning,Thursday,urgent,routine,1,5.33,0.062,52.24
13,5,7.62,2,Pediatrics,evening,Sunday,emergency,routine,0,2.6,0.154,13.43
21,1,16.36,0,Cardiology,evening,Friday,normal,routine,0,21.0,0.0,355.2
7,5,14.99,0,Pediatrics,night,Friday,normal,complex,0,1.4,0.0,23.32
28,3,11.91,1,Pediatrics,evening,Thursday,urgent,moderate,0,9.33,0.036,110.74
18,1,9.12,0,General Medicine,evening,Thursday,normal,routine,0,18.0,0.0,168.12
17,2,34.15,2,Psychiatry,morning,Wednesday,emergency,complex,1,8.5,0.118,179.74
25,1,10.68,0,Emergency,afternoon,Wednesday,normal,routine,1,25.0,0.0,303.14
11,5,7.24,0,Dermatology,night,Wednesday,normal,routine,0,2.2,0.0,17.36
30,4,6.86,0,Dermatology,afternoon,Thursday,normal,routine,1,7.5,0.0,56.89
12,2,21.11,0,Emergency,afternoon,Thursday,normal,complex,1,6.0,0.0,159.63
26,2,28.47,1,Neurology,morning,Thursday,urgent,complex,1,13.0,0.038,454.42
19,2,8.25,0,Dermatology,morning,Wednesday,urgent,moderate,1,9.5,0.0,86.54
24,1,9.09,0,Pediatrics,morning,Monday,urgent,routine,1,24.0,0.0,223.41
22,5,19.47,0,Psychiatry,afternoon,Wednesday,normal,routine,1,4.4,0.0,97.07
20,1,10.17,1,ENT,evening,Saturday,normal,routine,0,20.0,0.05,223.32
25,5,12.35,0,Dermatology,night,Thursday,urgent,complex,0,5.0,0.0,51.18
29,4,9.89,0,Radiology,afternoon,Tuesday,normal,routine,1,7.25,0.0,96.47
21,2,12.67,0,Cardiology,afternoon,Tuesday,normal,routine,1,10.5,0.0,157.25
26,5,20.66,0,Radiology,night,Wednesday,normal,complex,0,5.2,0.0,105.45
33,3,19.99,0,Psychiatry,morning,Monday,urgent,routine,1,11.0,0.0,230.91
12,4,9.09,0,Dermatology,morning,Sunday,normal,routine,0,3.0,0.0,29.65
8,2,17.48,1,Neurology,afternoon,Tuesday,normal,routine,1,4.0,0.125,108.14
29,2,21.49,1,Neurology,morning,Tuesday,normal,moderate,1,14.5,0.034,349.79
16,5,8.65,0,ENT,morning,Thursday,urgent,routine,1,3.2,0.0,29.0
8,2,10.61,0,Pediatrics,evening,Wednesday,normal,moderate,0,4.0,0.0,37.36
18,1,12.94,1,Cardiology,night,Tuesday,normal,routine,0,18.0,0.056,217.7
9,5,13.08,0,Orthopedics,morning,Saturday,normal,routine,0,1.8,0.0,23.19
29,1,11.81,0,Dermatology,afternoon,Monday,normal,moderate,1,29.0,0.0,394.91
19,2,28.93,0,Psychiatry,morning,Thursday,normal,moderate,1,9.5,0.0,378.06
19,3,12.54,1,Ophthalmology,night,Thursday,normal,routine,0,6.33,0.053,79.63
19,1,7.43,0,Radiology,morning,Saturday,normal,routine,0,19.0,0.0,145.63
40,2,10.1,0,Ophthalmology,morning,Wednesday,normal,routine,1,20.0,0.0,277.4
19,1,14.77,0,Ophthalmology,afternoon,Wednesday,normal,complex,1,19.0,0.0,322.35
29,5,12.23,0,Pediatrics,afternoon,Monday,normal,routine,1,5.8,0.0,88.62
5,3,12.13,0,Orthopedics,afternoon,Saturday,normal,routine,0,1.67,0.0,20.19
6,2,7.77,0,Pediatrics,evening,Sunday,normal,routine,0,3.0,0.0,21.49
26,3,14.08,0,Radiology,afternoon,Monday,normal,moderate,1,8.67,0.0,141.45
43,2,23.43,0,Neurology,morning,Friday,normal,moderate,1,21.5,0.0,643.61
28,1,6.36,0,Dermatology,afternoon,Wednesday,urgent,routine,1,28.0,0.0,185.73
25,2,14.71,1,Radiology,evening,Monday,normal,moderate,0,12.5,0.04,168.07
18,2,7.18,0,Dermatology,evening,Monday,normal,routine,0,9.0,0.0,68.67
28,3,17.45,0,Neurology,evening,Monday,normal,routine,0,9.33,0.0,181.28
12,1,9.03,0,Emergency,night,Tuesday,normal,routine,0,12.0,0.0,108.74
17,4,8.96,0,ENT,morning,Wednesday,normal,routine,1,4.25,0.0,53.05
7,1,8.65,0,ENT,night,Tuesday,urgent,moderate,0,7.0,0.0,50.01
27,2,15.89,0,Emergency,morning,Thursday,emergency,moderate,1,13.5,0.0,137.51
22,3,17.94,1,Orthopedics,morning,Tuesday,urgent,moderate,1,7.33,0.045,159.92
22,4,16.36,0,Cardiology,evening,Thursday,normal,routine,0,5.5,0.0,99.73
11,2,12.08,1,Gynecology,evening,Wednesday,normal,routine,0,5.5,0.091,77.25
29,2,11.95,2,Pediatrics,evening,Friday,urgent,moderate,0,14.5,0.069,152.85
36,3,10.07,0,ENT,morning,Thursday,normal,routine,1,12.0,0.0,149.36
19,2,9.75,0,Pediatrics,morning,Saturday,normal,routine,0,9.5,0.0,94.77
35,4,11.03,1,Ophthalmology,morning,Monday,normal,routine,1,8.75,0.029,128.86
37,2,14.81,0,Gynecology,afternoon,Monday,normal,moderate,1,18.5,0.0,353.74
35,4,7.98,1,General Medicine,morning,Thursday,normal,moderate,1,8.75,0.029,95.52
10,2,17.75,2,Emergency,night,Thursday,emergency,complex,0,5.0,0.2,48.02
24,5,28.79,1,Psychiatry,morning,Tuesday,normal,moderate,1,4.8,0.042,179.63
20,2,8.83,1,Orthopedics,evening,Wednesday,normal,routine,0,10.0,0.05,84.98
27,3,8.01,0,General Medicine,morning,Monday,normal,routine,1,9.0,0.0,94.64
13,4,8.86,0,General Medicine,night,Thursday,normal,moderate,0,3.25,0.0,30.82
33,2,10.52,0,Radiology,afternoon,Thursday,urgent,routine,1,16.5,0.0,162.3
1,3,10.72,0,ENT,morning,Saturday,normal,routine,0,0.33,0.0,3.76
15,3,13.46,0,Orthopedics,afternoon,Saturday,normal,routine,0,5.0,0.0,58.75
13,1,15.04,1,Emergency,evening,Tuesday,normal,moderate,0,13.0,0.077,197.55
15,5,15.4,0,Cardiology,afternoon,Friday,normal,moderate,1,3.0,0.0,53.28
28,1,11.88,0,Ophthalmology,morning,Monday,urgent,routine,1,28.0,0.0,334.56
19,5,5.46,0,Dermatology,evening,Sunday,normal,routine,0,3.8,0.0,20.28
17,1,9.45,1,Emergency,morning,Thursday,urgent,routine,1,17.0,0.059,169.47
16,4,6.25,0,Dermatology,morning,Thursday,normal,routine,1,4.0,0.0,33.82
35,2,25.22,0,Cardiology,afternoon,Thursday,normal,complex,1,17.5,0.0,573.8
9,3,9.73,0,Gynecology,night,Saturday,normal,routine,0,3.0,0.0,30.43
23,2,11.37,1,General Medicine,morning,Sunday,normal,routine,0,11.5,0.043,134.24
17,4,13.23,0,Gynecology,morning,Thursday,normal,routine,1,4.25,0.0,62.65
32,4,9.28,0,ENT,morning,Thursday,normal,routine,1,8.0,0.0,86.59
9,3,5.05,1,ENT,morning,Sunday,urgent,routine,0,3.0,0.111,17.09
18,1,5.0,0,Dermatology,evening,Tuesday,normal,routine,0,18.0,0.0,80.54
29,2,16.44,0,Radiology,afternoon,Monday,normal,moderate,1,14.5,0.0,285.94
12,1,19.27,0,Emergency,morning,Saturday,normal,moderate,0,12.0,0.0,181.56
26,3,9.6,0,Pediatrics,afternoon,Saturday,normal,moderate,0,8.67,0.0,85.62
7,4,22.41,0,Psychiatry,night,Saturday,normal,routine,0,1.75,0.0,34.62
29,3,8.33,0,ENT,evening,Sunday,normal,routine,0,9.67,0.0,77.37
12,2,16.45,0,Gynecology,afternoon,Saturday,normal,moderate,0,6.0,0.0,113.17
28,5,18.95,0,Psychiatry,night,Monday,normal,routine,0,5.6,0.0,98.46
16,1,14.86,0,Neurology,afternoon,Sunday,normal,routine,0,16.0,0.0,220.05
15,2,23.07,0,Psychiatry,morning,Sunday,normal,routine,0,7.5,0.0,181.24
30,4,10.48,1,Ophthalmology,morning,Friday,normal,routine,1,7.5,0.033,107.71
25,3,21.79,0,Psychiatry,night,Friday,normal,routine,0,8.33,0.0,196.59
8,4,27.59,0,Psychiatry,morning,Thursday,normal,moderate,1,2.0,0.0,68.39
22,4,17.3,1,Psychiatry,afternoon,Thursday,normal,routine,1,5.5,0.045,127.98
15,3,10.5,0,General Medicine,morning,Wednesday,normal,moderate,1,5.0,0.0,67.37
5,3,20.08,0,Neurology,morning,Saturday,normal,moderate,0,1.67,0.0,33.47
25,1,14.46,1,Radiology,morning,Tuesday,normal,moderate,1,25.0,0.04,514.3
